bathrooms,bedrooms,condition,date,floors,grade,id,lat,long,price,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated,zipcode
2.25,4,3,20150422T000000,2,8,2310030510,47.354,-122.047,320000,1550,0,1550,1630,7579,6397,0,0,1993,0,98038
2.25,3,3,20140717T000000,2,8,1025049114,47.6647,-122.284,625504,1060,210,1270,1160,1566,1327,0,0,2014,0,98105
2.5,4,3,20140515T000000,1,9,8677300550,47.6143,-122.017,592500,2240,0,2240,2520,12032,12368,0,0,1983,0,98074
2.5,3,3,20150114T000000,2,9,4014400292,47.3185,-122.275,465000,2714,0,2714,2590,17936,18386,0,0,2005,0,98001
2.75,4,3,20140527T000000,2,8,1102000196,47.5458,-122.268,477000,1720,0,1720,2130,6270,8700,0,0,1978,0,98118
1,2,3,20150115T000000,1,6,0257000138,47.4889,-122.299,280000,850,0,850,1100,16400,14459,0,0,1923,0,98168
3,5,3,20150221T000000,1,9,0046100204,47.5673,-122.21,1.505e+006,1870,1430,3300,3836,33474,20953,3,0,1957,1991,98040
2.5,3,3,20140703T000000,2,8,1909600046,47.5133,-122.379,445838,2250,0,2250,1320,5692,5390,0,0,2000,0,98146
2.25,2,3,20140828T000000,1,8,1250202145,47.5884,-122.291,1.072e+006,1950,1950,3900,2580,14864,5184,3,0,1947,0,98144
1.5,2,4,20141023T000000,1,8,7611200125,47.7145,-122.367,467000,1320,0,1320,2120,10800,12040,0,0,1947,0,98177
2.5,4,3,20140822T000000,2,10,5611500140,47.5836,-122.026,686000,2760,0,2760,3070,6440,8127,0,0,1999,0,98075
2,3,3,20140605T000000,1,7,7138000260,47.398,-122.299,279950,1350,400,1750,1900,9750,10125,0,0,1961,0,98198
2.25,4,3,20140904T000000,2,8,0626059335,47.7663,-122.215,527000,2330,0,2330,1910,19436,10055,0,0,1987,0,98011
2.25,3,4,20140918T000000,1,8,1922059282,47.3758,-122.217,325000,1780,440,2220,2080,16020,9583,0,0,1966,0,98030
2.25,3,3,20140903T000000,2,7,0705700390,47.3828,-122.023,328000,2020,0,2020,2020,8379,8031,0,0,1994,0,98038
2.25,3,5,20140604T000000,1,7,7454001200,47.5123,-122.373,390000,1250,0,1250,1280,7500,7392,0,0,1942,0,98146
2,2,3,20150309T000000,1,8,8682281200,47.7076,-122.013,479950,1510,0,1510,1640,6516,6009,0,0,2005,0,98053
2.25,4,4,20140529T000000,1,7,7972000200,47.2922,-122.371,264950,1120,600,1720,1510,9753,9753,0,0,1978,0,98023
1,3,4,20150115T000000,1,7,0722059070,47.4075,-122.214,235000,980,450,1430,1960,15246,13068,0,0,1961,0,98031
2.5,3,3,20150303T000000,2,7,7202340400,47.6794,-122.034,516500,1480,0,1480,2250,4729,4729,0,0,2004,0,98053
1.75,2,3,20150413T000000,2,7,8096000060,47.4497,-122.375,655000,1230,220,1450,2030,15798,13193,4,1,1915,1978,98166
2.75,4,5,20140616T000000,1,7,2424000060,47.5218,-122.164,500000,2280,0,2280,2280,15347,15347,0,0,1960,0,98059
2.75,6,3,20141121T000000,1,8,9264902050,47.3103,-122.339,315000,1780,1160,2940,2120,7350,8236,0,0,1978,0,98023
1,2,3,20141120T000000,1,6,0943100260,47.5687,-121.899,213000,1000,0,1000,1150,10200,13702,0,0,1961,0,98024
1.5,3,5,20140902T000000,1.5,7,3677400445,47.5575,-122.303,475000,1620,860,2480,2090,5280,4800,0,0,1947,0,98108
4,5,3,20140610T000000,2,10,1762600320,47.6489,-122.183,1.025e+006,3760,0,3760,3430,28040,35096,0,0,1983,0,98033
2,3,5,20150409T000000,1,7,4058000060,47.3459,-121.95,416000,1640,580,2220,2070,94300,80100,0,0,1976,0,98010
1,4,3,20150320T000000,1.5,7,7228500560,47.6136,-122.303,410000,1670,300,1970,1510,4740,4740,0,0,1904,2005,98122
3.5,3,3,20140701T000000,2,10,0326069104,47.7641,-122.023,800000,3530,300,3830,2920,221284,148539,0,0,1993,0,98077
2.5,6,4,20140529T000000,1,9,5152100060,47.3376,-122.324,472000,2350,2060,4410,2600,14034,13988,2,0,1965,0,98003
1.75,3,4,20141208T000000,1,7,3584000310,47.3173,-122.319,225000,1430,0,1430,1190,8505,8640,0,0,1968,0,98003
1,2,3,20141001T000000,1,6,8150100045,47.5308,-122.376,210000,830,0,830,830,6000,4960,0,0,1940,0,98126
1,2,2,20150127T000000,1.5,7,1868901275,47.6727,-122.299,455000,1430,0,1430,1450,5000,3750,0,0,1925,0,98115
1,3,4,20150427T000000,1,6,6131600075,47.3221,-122.216,225000,1300,0,1300,1260,8316,8316,0,0,1954,0,98002
1,2,4,20140826T000000,1,7,9468200125,47.6779,-122.353,480000,790,240,1030,1390,3060,3060,2,0,1918,0,98103
2.5,3,3,20150212T000000,2,9,8029510030,47.3076,-122.395,363000,2740,0,2740,2570,11872,10377,0,0,1990,0,98023
2.5,4,3,20140929T000000,1,9,2025069065,47.6338,-122.072,2.4e+006,1830,1820,3650,3120,8354,18841,4,1,2000,0,98074
1.5,2,3,20150226T000000,1,6,7899800890,47.5218,-122.357,181000,720,0,720,1150,5120,2566,0,0,1954,0,98106
2,4,4,20150314T000000,1,7,3021059276,47.2785,-122.213,250000,2010,0,2010,2010,7312,7650,0,0,1976,0,98002
1.75,3,4,20150422T000000,1,6,3797001895,47.6846,-122.345,481000,770,790,1560,1390,3000,3000,0,0,1918,0,98103
2,3,4,20140923T000000,1,7,3832710960,47.3656,-122.278,260000,1240,570,1810,1750,7209,7209,0,0,1978,0,98032
2.5,4,3,20140513T000000,2,9,1310430400,47.4369,-122.111,455000,3360,0,3360,3060,7685,6567,0,0,2001,0,98058
2.25,3,3,20150401T000000,2,8,1422300030,47.4616,-121.711,415000,1510,0,1510,1730,36224,36224,0,0,1991,0,98045
1,3,3,20150421T000000,1,7,1105000588,47.5405,-122.27,349500,800,600,1400,1620,3538,6331,0,0,1953,0,98118
2.5,3,3,20140929T000000,2,7,3830630060,47.3507,-122.178,245000,1730,0,1730,1630,7442,6458,0,0,1987,0,98030
2,2,5,20140519T000000,1.5,7,5101404898,47.6979,-122.32,592500,1420,0,1420,1420,9191,6816,2,0,1928,0,98115
1.75,4,4,20141020T000000,1,7,7972601890,47.5278,-122.345,385000,1180,1180,2360,1910,7620,7620,0,0,1955,0,98106
1.75,3,4,20150211T000000,1,7,5127001620,47.4756,-122.147,315000,1200,380,1580,1550,11455,10650,0,0,1974,0,98059
1,3,3,20141124T000000,1,7,9407100800,47.4437,-121.772,255000,1230,0,1230,1380,10170,10098,0,0,1979,0,98045
2.5,4,3,20140829T000000,2,8,1873100060,47.7048,-122.109,693000,2460,0,2460,2990,4425,5659,0,0,2006,0,98052
1,3,3,20141202T000000,1.5,8,8722101360,47.6362,-122.302,780000,1460,200,1660,1660,4400,4400,0,0,1911,0,98112
1.75,3,4,20141024T000000,1,7,8644000060,47.4207,-122.29,237000,1270,0,1270,1600,8470,8470,0,0,1960,0,98198
2.25,3,3,20141216T000000,2,10,3325069129,47.6154,-122.047,525000,1320,780,2100,2380,40510,33450,0,0,1979,0,98074
1,2,3,20150428T000000,1,5,1400300055,47.5964,-122.299,425000,770,0,770,1330,5040,2580,0,0,1930,0,98144
0.75,1,5,20141027T000000,1,5,2123039032,47.4683,-122.438,369900,760,0,760,1230,10079,14267,4,1,1936,0,98070
2.5,4,4,20140519T000000,2,7,8078560140,47.4045,-122.171,290000,1700,0,1700,1950,7280,7475,0,0,1988,0,98031
1,3,3,20140929T000000,1,7,3438500192,47.5544,-122.358,285000,1120,0,1120,1130,10701,6350,0,0,1954,0,98106
1,2,3,20140814T000000,1,7,7974200510,47.6802,-122.29,415000,1070,0,1070,1320,4500,4465,0,0,1937,0,98115
2.5,3,3,20150409T000000,1,8,2557000400,47.2988,-122.371,272500,1420,650,2070,2070,9900,8250,0,0,1979,0,98023
3.25,4,3,20150504T000000,1.5,11,7960900060,47.6312,-122.223,2.9e+006,4750,300,5050,3890,20100,20060,2,0,1982,2008,98004
4.75,4,4,20141007T000000,2,11,4054500390,47.7285,-122.042,1.365e+006,5310,0,5310,4180,57346,47443,0,0,1989,0,98077
1,2,4,20150501T000000,1,7,6378500125,47.7107,-122.352,436000,1040,0,1040,1440,7538,7530,0,0,1939,0,98133
1,3,4,20141017T000000,1,7,1745100140,47.3271,-122.323,210000,1700,0,1700,1350,11390,8164,0,0,1967,0,98003
1,3,3,20140925T000000,1,7,2976800796,47.5053,-122.255,236000,1300,0,1300,1320,5898,7619,0,0,1961,0,98178
1.75,3,3,20141124T000000,1,7,4235400186,47.6601,-122.4,331000,580,500,1080,1440,1306,2225,0,0,1954,2003,98199
2.5,3,3,20150320T000000,2,8,4215100060,47.4145,-122.166,365000,2653,0,2653,2653,4510,4927,0,0,2006,0,98031
2,3,5,20150127T000000,1,8,9189700045,47.4672,-122.165,450000,2290,0,2290,1660,16258,10530,0,0,1960,0,98058
2.75,4,3,20141113T000000,2,9,1126049053,47.7618,-122.261,770000,2850,970,3820,1860,26300,12136,0,0,2014,0,98028
2.5,4,3,20150505T000000,1,8,2022069200,47.3828,-122.071,455000,2210,0,2210,2670,49375,49385,0,0,1997,0,98038
1.75,3,3,20150505T000000,1,6,9412900055,47.5362,-122.268,405000,1240,1150,2390,2020,6000,6000,0,0,1908,0,98118
1.75,4,4,20140703T000000,1,7,1722059235,47.3954,-122.206,304900,1610,990,2600,1720,11325,11088,0,0,1969,0,98031
1,2,3,20150227T000000,1,6,6874200960,47.5048,-122.272,170000,860,0,860,1650,5265,8775,0,0,1931,0,98178
3,5,5,20150513T000000,2,9,7424700045,47.6166,-122.287,2.05e+006,2630,1200,3830,3050,8480,7556,1,0,1905,1994,98122
2.5,4,3,20140630T000000,2,9,7202360350,47.6811,-122.025,780000,3500,0,3500,3920,7048,7864,0,0,2005,0,98053
3,3,4,20150410T000000,1,8,5634500392,47.7486,-122.23,330000,1740,680,2420,2570,13959,13300,0,0,1988,0,98028
2.5,4,3,20140905T000000,2,9,1509500060,47.3846,-122.169,370000,2720,0,2720,2410,8666,8100,0,0,1992,0,98030
2.25,5,3,20141017T000000,1,7,7214810350,47.7564,-122.144,467000,1850,650,2500,2300,13500,9750,0,0,1979,0,98072
1.75,3,3,20150209T000000,1,7,6647200060,47.7198,-122.193,405000,1140,530,1670,1670,6720,7320,0,0,1980,0,98034
2.25,5,3,20140702T000000,1,8,9552700140,47.5461,-122.151,675000,1450,1450,2900,2310,10300,10300,0,0,1985,0,98006
1,2,4,20140812T000000,1,7,2200500350,47.5712,-122.143,500000,1140,500,1640,1520,14100,13527,0,0,1954,0,98006
2.5,4,4,20140723T000000,2,7,6113400046,47.4281,-122.343,389999,1890,0,1890,2410,15770,15256,0,0,1968,0,98166
1.75,4,4,20150224T000000,1,8,6619910140,47.7128,-122.223,630000,1780,1170,2950,2120,9025,9600,2,0,1975,0,98034
2.5,4,3,20141022T000000,2,9,1115450240,47.3341,-122.255,360000,2160,0,2160,2280,9528,9937,0,0,1992,0,98001
3,4,3,20141002T000000,2,8,6073240060,47.5399,-122.181,580000,2270,1010,3280,2320,11060,11004,0,0,1986,0,98056
2,3,5,20140709T000000,2,8,9297300045,47.5717,-122.375,550000,1270,700,1970,2390,4166,4166,3,0,1929,0,98126
2.5,4,3,20140710T000000,2,10,9510920070,47.5951,-122.017,879000,3360,0,3360,3150,22111,11374,0,0,1994,0,98075
2,3,3,20140822T000000,1,7,5468730030,47.3536,-122.144,265000,1320,0,1320,1740,8959,7316,0,0,1993,0,98042
2.5,3,3,20150304T000000,2,8,8079030390,47.5084,-122.154,446500,2650,0,2650,2400,7286,7220,0,0,1990,0,98059
1.5,3,3,20140602T000000,1,7,0600000152,47.5586,-122.311,404000,1330,700,2030,2140,8880,5592,0,0,1963,0,98108
1.75,3,3,20140529T000000,1,7,1840000030,47.4427,-122.274,267500,1090,500,1590,1630,11914,9052,2,0,1957,0,98188
5,4,3,20140624T000000,1,10,3225069065,47.6053,-122.077,3.075e+006,2600,1950,4550,4550,18641,19508,4,1,2002,0,98074
2.5,3,3,20140811T000000,2,8,3260800030,47.3494,-122.301,335000,2440,0,2440,2510,7632,7903,0,0,1998,0,98003
2.5,3,4,20140619T000000,1,7,2747100024,47.6933,-122.393,576000,970,970,1940,2190,9000,7310,0,0,1948,0,98117
2.5,3,3,20150401T000000,2,8,5104530560,47.3537,-122,208633,2040,0,2040,2370,3810,4590,0,0,2006,0,98038
2.25,3,4,20150115T000000,1,7,4330600350,47.476,-122.337,315000,1120,1080,2200,1460,8750,10139,0,0,1964,0,98166
1.75,3,4,20150217T000000,1,8,5016001535,47.6239,-122.298,725000,960,960,1920,1740,3300,4000,0,0,1913,0,98112
2.75,4,4,20150403T000000,1,8,7280300196,47.7776,-122.384,550000,1400,400,1800,1800,7750,8275,0,0,1965,0,98177
2.25,4,3,20140612T000000,2,8,8651520400,47.6459,-122.058,610750,2180,0,2180,2250,7297,9781,0,0,1984,0,98074
1,2,4,20150228T000000,1.5,6,7171200445,47.6692,-122.297,550700,1010,0,1010,1460,5000,5000,0,0,1908,0,98105
2.75,4,5,20150108T000000,2,8,3204800200,47.5376,-122.18,665000,2220,1100,3320,2720,10574,8330,0,0,1960,0,98056
2.5,4,5,20150209T000000,1.5,8,3416600800,47.601,-122.294,834000,1980,390,2370,2440,4000,5750,2,0,1928,0,98144
1.75,5,3,20141023T000000,1.5,6,7994700030,47.529,-121.837,201000,1660,0,1660,1660,78408,78408,0,0,1915,0,98065
2.5,5,5,20140502T000000,2,10,1860600135,47.6345,-122.367,2.384e+006,3370,280,3650,2880,9050,5400,4,0,1921,0,98119
3.25,4,3,20140618T000000,1,11,4139480200,47.5503,-122.102,1.384e+006,2690,1600,4290,3860,12103,11244,3,0,1997,0,98006
3.25,4,3,20141209T000000,1,11,4139480200,47.5503,-122.102,1.4e+006,2690,1600,4290,3860,12103,11244,3,0,1997,0,98006
2.25,4,3,20141105T000000,1,8,1328320800,47.4441,-122.125,305000,1350,600,1950,2150,7700,7350,0,0,1979,0,98058
2,3,5,20150408T000000,1,8,7771300125,47.7357,-122.333,487000,1720,870,2590,1570,14052,8162,0,0,1948,0,98133
2.5,3,4,20150511T000000,1,8,3422059208,47.346,-122.157,390000,1930,0,1930,2350,64904,57500,0,0,1988,0,98042
1,2,4,20140723T000000,1,7,9521101455,47.6638,-122.345,548000,1170,300,1470,1570,3864,3864,0,0,1916,0,98103
1,4,3,20141122T000000,1,6,4337000335,47.48,-122.336,268750,800,0,800,1310,8775,8775,0,0,1943,0,98166
2.75,5,3,20140513T000000,2,9,0325059286,47.6759,-122.151,819900,3150,0,3150,1560,7119,8384,0,0,2013,0,98052
2.25,3,3,20141023T000000,2,8,2597650240,47.5162,-122.057,520000,2030,0,2030,2660,16200,17958,0,0,1984,0,98027
2,3,3,20140721T000000,1,7,3353400435,47.2639,-122.252,230000,1450,0,1450,1520,11204,9518,0,0,2003,0,98001
1.75,3,3,20150202T000000,1,7,7972000240,47.2929,-122.371,240000,1510,0,1510,1510,10248,9753,0,0,1969,0,98023
1,2,3,20140905T000000,1,6,7520000520,47.4957,-122.352,232000,960,280,1240,1820,12092,7460,0,0,1922,1984,98146
1,2,3,20150311T000000,1,6,7520000520,47.4957,-122.352,240500,960,280,1240,1820,12092,7460,0,0,1922,1984,98146
2.5,3,3,20141027T000000,2,9,3530210260,47.7721,-122.093,274975,3030,0,3030,3080,45004,35781,0,0,1987,0,98077
2,4,4,20140905T000000,1.5,9,1959700550,47.644,-122.319,740000,2050,0,2050,2320,4400,5500,0,0,1922,0,98102
1,3,2,20150428T000000,1,7,1665400045,47.472,-122.344,186375,1000,0,1000,1150,7636,7600,0,0,1952,0,98166
2.25,3,4,20140725T000000,1,9,9542850320,47.592,-122.166,790000,1590,780,2370,2500,10289,10004,0,0,1977,0,98005
3.5,4,3,20140916T000000,2,9,3179100060,47.669,-122.275,880000,1890,910,2800,2370,6750,6120,0,0,1951,2002,98105
1.75,6,4,20150416T000000,2,7,2946001550,47.42,-122.323,279000,2240,0,2240,1590,11180,7955,0,0,1955,0,98198
2,3,3,20140729T000000,1,8,8078490390,47.1913,-122.012,295000,1810,0,1810,1910,10530,10450,2,0,1991,0,98022
1,2,3,20150408T000000,1,7,9550201550,47.6666,-122.331,640000,1070,0,1070,1710,5000,5000,0,0,1924,0,98103
2,4,5,20140703T000000,2,9,0191100045,47.5639,-122.217,940000,2490,0,2490,2770,9525,9525,0,0,1968,0,98040
2.5,4,3,20141007T000000,2,7,5009600070,47.3483,-122.052,260000,1960,0,1960,1800,5238,5894,0,0,2003,0,98038
2.75,3,3,20140602T000000,1,9,0200350070,47.7648,-122.164,559900,1860,1070,2930,2580,5569,11045,0,0,2004,0,98072
2,4,5,20140722T000000,1.5,7,2877103726,47.6794,-122.357,791500,1510,0,1510,1820,3500,3750,0,0,1911,0,98103
1.75,3,3,20140826T000000,1,7,0405100295,47.7535,-122.354,265000,1420,0,1420,1740,8250,8000,0,0,1954,0,98133
1.75,3,3,20150501T000000,1,7,4268200055,47.4945,-122.22,245000,1740,0,1740,880,11547,78408,0,0,1954,0,98178
1.75,4,4,20150424T000000,2,7,3126069068,47.6945,-122.093,485000,2560,0,2560,2560,43995,14764,0,0,1962,0,98052
3.5,4,3,20141106T000000,2,9,1115300070,47.5222,-122.157,684000,2420,620,3040,3470,8414,8066,0,0,2010,0,98059
1.75,3,3,20140909T000000,1,8,6414100671,47.7222,-122.32,425000,1300,1200,2500,1580,6840,8691,0,0,1957,0,98125
1.75,4,4,20141017T000000,1,6,7004200060,47.3796,-122.49,309600,1275,0,1275,1660,20000,20000,0,0,1991,0,98070
2.5,4,3,20140718T000000,2,8,7852110140,47.5374,-121.875,552250,2580,0,2580,2380,5823,5823,0,0,2002,0,98065
1,4,3,20140723T000000,1,6,3969300030,47.4897,-122.24,165000,1000,0,1000,1020,7134,7138,0,0,1943,0,98178
1,4,3,20141229T000000,1,6,3969300030,47.4897,-122.24,239900,1000,0,1000,1020,7134,7138,0,0,1943,0,98178
1,2,4,20141205T000000,1,6,4048400070,47.4716,-122.078,320000,1070,0,1070,1360,32633,32156,0,0,1930,0,98059
2,3,4,20141021T000000,1,7,0808000070,47.3581,-122.173,206600,1390,0,1390,1720,13464,12080,0,0,1987,0,98030
1.75,4,3,20150416T000000,1,7,7374200030,47.7713,-122.307,387000,1250,1250,2500,2040,7690,8646,0,0,1973,0,98155
0.75,1,3,20140604T000000,1,4,7325600160,47.675,-121.854,299000,560,0,560,1300,12120,19207,0,0,1967,0,98014
2.75,4,3,20140922T000000,2,9,2757000030,47.5603,-122.222,855000,2270,0,2270,2610,10460,10180,0,0,1965,0,98040
1,3,4,20150126T000000,1,7,0616000140,47.4147,-122.337,315000,1300,600,1900,1940,14400,14400,0,0,1954,0,98166
1,2,5,20141203T000000,1,7,3363900111,47.68,-122.353,437500,790,200,990,1930,3120,3120,2,0,1907,0,98103
1.5,4,4,20150324T000000,1,7,9262800171,47.3117,-122.27,252000,1050,500,1550,1640,19800,22654,0,0,1969,0,98001
1.75,4,5,20140604T000000,1,7,6607000126,47.543,-122.28,375000,1100,1100,2200,1600,7475,5766,0,0,1955,0,98118
2.5,4,3,20140806T000000,2,7,5416510830,47.3607,-122.034,300000,1910,0,1910,2010,4862,5091,0,0,2005,0,98038
1,4,4,20141006T000000,1.5,7,2201500030,47.5759,-122.137,420000,1750,0,1750,1750,9600,10530,0,0,1954,0,98006
1,3,3,20140505T000000,1,7,0325059171,47.6891,-122.159,900000,1330,0,1330,1340,77972,17689,0,0,1928,1954,98033
2.5,3,3,20140805T000000,2,9,0952003285,47.565,-122.381,679900,1980,460,2440,1520,5750,5750,2,0,2000,0,98116
2.5,3,3,20140605T000000,2,7,3211290370,47.6359,-121.974,463000,1640,0,1640,1580,29970,28399,0,0,1992,0,98053
2.5,5,4,20140828T000000,2,9,1072010350,47.4769,-122.141,380000,2760,0,2760,2470,11340,11340,0,0,1978,0,98059
2.5,4,3,20141210T000000,2,7,8856950070,47.3845,-122.029,329500,1820,0,1820,1820,7912,8168,0,0,1994,0,98038
2.5,3,3,20140819T000000,1,8,0925059078,47.6743,-122.184,604950,1340,770,2110,2040,5608,9363,0,0,2013,0,98033
2.5,5,4,20140917T000000,1,8,7855801090,47.5651,-122.164,795000,1640,1400,3040,2920,9570,8800,2,0,1966,0,98006
2,3,3,20150130T000000,2,7,0723099065,47.4853,-121.709,465000,1840,0,1840,1380,40438,44049,0,0,1994,0,98045
2.5,4,3,20150326T000000,2,9,6116500075,47.4508,-122.359,673000,2990,0,2990,2140,10400,17449,0,0,2002,0,98166
2.5,4,3,20141001T000000,2,10,1118500030,47.6375,-122.016,810000,3520,0,3520,3400,15420,21455,0,0,1991,0,98074
2.75,4,4,20150423T000000,1,8,0424069250,47.5944,-122.042,785000,1910,530,2440,2770,69415,24361,0,0,1989,0,98075
3,4,3,20141120T000000,1,7,3291800710,47.4888,-122.182,338000,1370,720,2090,1810,7500,7650,0,0,1986,0,98056
2.25,3,3,20141204T000000,2,7,6838700060,47.5112,-122.19,280000,1430,0,1430,1430,7222,7220,0,0,1993,0,98056
2.25,4,5,20141001T000000,1,7,2231500030,47.7711,-122.341,315000,1100,1080,2180,1810,10754,6929,0,0,1954,0,98133
2.25,4,5,20150324T000000,1,7,2231500030,47.7711,-122.341,530000,1100,1080,2180,1810,10754,6929,0,0,1954,0,98133
3,5,3,20141223T000000,2,9,7683900200,47.2813,-122.345,380000,3450,0,3450,2860,9914,9721,0,0,2004,0,98023
2.25,3,3,20140811T000000,2,7,8155830060,47.5038,-122.189,297000,1450,0,1450,1650,7562,7625,0,0,1994,0,98056
2.5,4,3,20140520T000000,2,10,0098020310,47.5823,-121.97,730000,3230,0,3230,3480,7331,7447,0,0,2004,0,98075
1.75,3,3,20140609T000000,1,7,9423400140,47.7164,-122.304,450000,1110,530,1640,1770,13500,12600,0,0,1940,0,98125
3,3,3,20141027T000000,1,7,1545804860,47.3624,-122.045,275000,1060,530,1590,1680,7750,7500,0,0,1997,0,98038
2,4,3,20150429T000000,2,7,2883200160,47.6831,-122.329,595000,2020,0,2020,1910,2849,3120,0,0,1960,0,98115
1.5,3,3,20150421T000000,1.5,7,7132300695,47.592,-122.307,435000,1300,0,1300,1590,3348,2577,0,0,1904,2014,98144
1.5,2,1,20140916T000000,1,6,1726059053,47.7461,-122.195,270000,1380,0,1380,3130,209959,19868,0,0,1954,0,98011
3,3,3,20140805T000000,2,10,0624111000,47.7268,-122.06,950000,3030,1010,4040,3360,14338,14142,0,0,1986,0,98077
2.25,4,3,20150313T000000,2,7,0808300310,47.7237,-121.959,389000,2130,0,2130,2300,5337,6930,0,0,2001,0,98019
2.25,4,3,20150121T000000,1,8,8563040160,47.6283,-122.095,560000,1580,970,2550,2420,7800,8050,0,0,1968,0,98052
3.5,5,3,20140728T000000,2,11,0713500030,47.5543,-122.148,1.35e+006,3480,1320,4800,4050,14984,19009,2,0,1998,0,98006
2.25,4,4,20141111T000000,2,8,8651600160,47.5483,-122.226,799000,2510,0,2510,2450,11585,9691,0,0,1969,0,98040
2,3,4,20140625T000000,1,7,9517200030,47.7591,-122.146,365500,1410,0,1410,1410,9600,9600,0,0,1983,0,98072
2,3,3,20140515T000000,1,7,2460700700,47.4612,-122.169,252350,1160,490,1650,1710,7352,7350,0,0,1979,0,98058
2.5,4,3,20140905T000000,2,8,1223039290,47.4987,-122.365,403950,2120,0,2120,1880,13780,12000,0,0,1993,0,98146
1.5,4,3,20140801T000000,1,7,2890100060,47.772,-122.358,385000,1380,660,2040,1610,10726,10020,0,0,1954,0,98177
1,4,3,20141210T000000,1.5,7,7972600860,47.5287,-122.35,345000,1550,0,1550,1450,7620,7620,0,0,1957,0,98106
2.75,3,4,20140917T000000,2,9,8857320070,47.6109,-122.114,490000,1980,0,1980,1950,3128,2856,0,0,1979,0,98008
2.5,3,3,20140618T000000,2,8,4047200695,47.7736,-121.901,330000,1600,0,1600,1790,26977,27743,0,0,2005,0,98019
2.75,4,3,20140512T000000,2,8,1653500070,47.6294,-122.218,927000,3300,0,3300,3180,12090,12239,0,0,1953,0,98004
2.5,4,4,20140728T000000,2,10,1923000030,47.5634,-122.213,1.118e+006,3840,0,3840,3600,16619,16553,1,0,1983,0,98040
1,2,5,20150430T000000,1,7,3649100320,47.7405,-122.241,330000,1220,0,1220,2000,10000,9600,0,0,1950,0,98028
2.25,5,4,20150309T000000,1,7,7375300160,47.5976,-122.118,530000,1500,1220,2720,2110,8800,8800,0,0,1958,0,98008
2,4,1,20140623T000000,1,8,5175800060,47.5722,-122.129,365000,1940,0,1940,2000,25600,10071,0,0,1962,0,98006
2.5,3,3,20140619T000000,1.5,7,1604601375,47.5644,-122.289,378750,1260,900,2160,1060,3000,3500,0,0,1909,2011,98118
1.75,4,4,20140619T000000,1.5,7,2473251090,47.4556,-122.157,269900,1530,0,1530,1390,8750,8750,0,0,1968,0,98058
3.5,3,3,20150306T000000,2,8,9126100861,47.6055,-122.305,557000,1290,420,1710,1630,2096,1543,0,0,2008,0,98122
1.75,4,4,20140825T000000,1,7,3420069065,47.1775,-122.022,360000,2150,1580,3730,1880,16980,16963,0,0,1974,0,98022
1,2,4,20150422T000000,1,7,6021501685,47.6879,-122.385,352000,940,0,940,1560,5000,4500,0,0,1937,0,98117
2.5,3,3,20150224T000000,2,8,1151100070,47.4807,-121.779,437000,1750,0,1750,2430,22357,22357,0,0,1994,0,98045
2.5,4,3,20140618T000000,2,7,8856950240,47.3845,-122.032,322500,1820,0,1820,1820,6753,7107,0,0,1994,0,98038
3.25,3,3,20140912T000000,2,9,9385200055,47.5815,-122.402,650000,1330,180,1510,1510,2000,1352,0,0,2001,0,98116
2,3,3,20140806T000000,3,8,7821200390,47.6609,-122.344,450000,1290,0,1290,1290,1213,3235,0,0,2001,0,98103
2,3,3,20150417T000000,1,7,8078520310,47.3163,-122.188,278500,1570,0,1570,1570,5250,5250,0,0,1998,0,98092
2.5,4,3,20150427T000000,2,8,1565950030,47.4309,-122.191,364950,1930,0,1930,2090,6957,6996,0,0,1995,0,98055
3.5,4,4,20140911T000000,1,10,1560930070,47.401,-122.026,840000,2840,0,2840,3180,40139,36852,4,0,1986,0,98038
